timestamp_iso,session_id,user_name,gender,age_group,major,app_name,app_experience,trial_number,task_index,task_description,duration_seconds,errors_count,help_count,easy_binary
2025-10-26T14:24:00.562493,5e4bb753-b2d7-4e69-ba01-e612e3b013cc,Hend,Female,20–29,CS,StarUML,None,1,0,Open a new project in StarUML,1,0,0,1
2025-10-26T14:24:06.189535,5e4bb753-b2d7-4e69-ba01-e612e3b013cc,Hend,Female,20–29,CS,StarUML,None,1,1,Create a new Use Case Diagram in the project,0,0,0,1
2025-10-26T14:24:13.923188,5e4bb753-b2d7-4e69-ba01-e612e3b013cc,Hend,Female,20–29,CS,StarUML,None,1,2,Add one Actor to the Use Case Diagram,0,0,0,1
2025-10-26T14:24:21.422765,5e4bb753-b2d7-4e69-ba01-e612e3b013cc,Hend,Female,20–29,CS,StarUML,None,1,3,Add one Use Case and connect it to the Actor,0,0,0,1
2025-10-28T20:50:20.013473,c10c80b1-a790-4fcf-9f51-399c2a890396,Luis,Male,40+,Engineer,StarUML,Beginner,1,0,Open a new project in StarUML,34,0,0,1
2025-10-28T20:51:40.401982,c10c80b1-a790-4fcf-9f51-399c2a890396,Luis,Male,40+,Engineer,StarUML,Beginner,1,1,Create a new Use Case Diagram in the project,9,0,0,1
2025-10-28T20:53:46.264583,c10c80b1-a790-4fcf-9f51-399c2a890396,Luis,Male,40+,Engineer,StarUML,Beginner,1,2,Add one Actor to the Use Case Diagram,78,0,0,1
2025-10-28T22:33:31.670656,5a0188a5-50ab-4543-9be5-4d2958f158f1,jkjji,Female,40+,jkjhjk,StarUML,Beginner,1,0,Open a new project in StarUML,3,0,0,1
2025-10-28T22:33:37.652606,5a0188a5-50ab-4543-9be5-4d2958f158f1,jkjji,Female,40+,jkjhjk,StarUML,Beginner,1,1,Create a new Use Case Diagram in the project,0,0,0,1
2025-10-28T22:33:41.918452,5a0188a5-50ab-4543-9be5-4d2958f158f1,jkjji,Female,40+,jkjhjk,StarUML,Beginner,1,2,Add one Actor to the Use Case Diagram,0,0,0,1
2025-10-28T22:33:45.396192,5a0188a5-50ab-4543-9be5-4d2958f158f1,jkjji,Female,40+,jkjhjk,StarUML,Beginner,1,3,Add one Use Case and connect it to the Actor,0,0,0,1
2025-10-28T22:33:49.617543,5a0188a5-50ab-4543-9be5-4d2958f158f1,jkjji,Female,40+,jkjhjk,StarUML,Beginner,1,4,Rename the elements (Actor and Use Case) with meaningful names,0,0,0,1
2025-10-28T22:33:52.921318,5a0188a5-50ab-4543-9be5-4d2958f158f1,jkjji,Female,40+,jkjhjk,StarUML,Beginner,1,5,"Add multiple Actors (e.g., User and Administrator)",0,0,0,1
2025-10-28T22:33:56.767305,5a0188a5-50ab-4543-9be5-4d2958f158f1,jkjji,Female,40+,jkjhjk,StarUML,Beginner,1,6,Add include/extend relationships between Use Cases,0,0,0,1
2025-10-28T22:34:00.453933,5a0188a5-50ab-4543-9be5-4d2958f158f1,jkjji,Female,40+,jkjhjk,StarUML,Beginner,1,7,Create a new Class Diagram in the same project,0,0,0,1
2025-10-28T22:34:03.363689,5a0188a5-50ab-4543-9be5-4d2958f158f1,jkjji,Female,40+,jkjhjk,StarUML,Beginner,1,8,Add a Class with attributes and methods,0,0,0,1
2025-10-28T22:34:06.446330,5a0188a5-50ab-4543-9be5-4d2958f158f1,jkjji,Female,40+,jkjhjk,StarUML,Beginner,1,9,Add an Association relationship between two Classes,0,0,0,1
2025-10-28T22:34:10.183668,5a0188a5-50ab-4543-9be5-4d2958f158f1,jkjji,Female,40+,jkjhjk,StarUML,Beginner,1,10,Add a Generalization (Inheritance) relationship between two Classes,0,0,0,1
2025-10-28T22:34:12.916311,5a0188a5-50ab-4543-9be5-4d2958f158f1,jkjji,Female,40+,jkjhjk,StarUML,Beginner,1,11,Create a new Sequence Diagram and add it to the project,0,0,0,1
2025-10-28T22:34:15.915094,5a0188a5-50ab-4543-9be5-4d2958f158f1,jkjji,Female,40+,jkjhjk,StarUML,Beginner,1,12,Represent a message exchange (Message Passing) between two objects in the Sequence Diagram,0,0,0,1
2025-10-28T22:34:19.130059,5a0188a5-50ab-4543-9be5-4d2958f158f1,jkjji,Female,40+,jkjhjk,StarUML,Beginner,1,13,Export the project as XMI or PDF and save it,0,0,0,1
